artists,date,TM_id,event_title,presale_date_end,presale_date_start,promoter,TM_sale_date_start,span multiple days,venue,TM_venue _lat,venue_city,TM_venue_long,venue_state,TM_max,TM_min,genre,subGenre,event_type,SG_artists_score,SG_average_price,SG_listing_count,SG_max_price,SG_min_price,SG_venue_score,SH_max_price,SH_min_price,SH_total_postings,SH_total_tickets,spotify_followers,spotify_popularity,spotify_avg_followers,spotify_avg_popularity,spotify_null_count,days_until_show,day_of_week,presale_length,days_on_sale,artist_count,avg_resale_min,avg_resale_max,min_source,max_source,min_markup%,max_markup%,avg_ticket_listings
"['Lorde', 'Run the Jewels', 'Mitski']",2018-04-12 23:00:00,vvG1VZfiqXd6_R,Lorde: Melodrama World Tour,2017-06-23 02:00:00,2017-06-20 14:00:00,AEG LIVE,2017-06-23 14:00:00,False,AmericanAirlines Arena,25.781232,Miami,-80.187805,FL,117.95,55.05,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.7200000286', '0.6999999881', '0.6999999881']",148.0,1852.0,1047.0,46.0,0.8411980270999999,1405.5,49.52,501.0,1640.0,"[2691871.0, 352622.0, 63215.0]","[87.0, 73.0, 60.0]",1035902.6666666666,73.33333333333333,0,126,3,2.5,169.0,3.0,47.760000000000005,1226.25,Both,Both,-13.242506811989088,939.6354387452309,1746.0
"['Demi Lovato', 'DJ Khaled', 'Kehlani']",2018-03-30 23:30:00,vvG1VZfgPDBFrE,Demi Lovato & DJ Khaled,2017-11-03 02:00:00,2017-10-30 14:00:00,LIVE NATION MUSIC,2017-11-03 14:00:00,False,AmericanAirlines Arena,25.781232,Miami,-80.187805,FL,495.95,25.95,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.7699999809', '0.75', '0.7099999785']",169.0,1333.0,6037.0,46.0,0.8411980270999999,6601.18,45.63,280.0,1304.0,"[5573326.0, 1617298.0, 993451.0]","[94.0, 86.0, 84.0]",2728025.0,88.0,0,113,4,3.5,37.0,3.0,45.815,6319.09,Both,Both,76.55105973025049,1174.1385220284303,1318.5
['Maluma'],2018-05-20 00:00:00,vvG1VZfUPD0b0n,Maluma - F.A.M.E. Tour,2017-11-17 14:59:00,2017-11-15 15:00:00,PROMOTED BY VENUE,2017-11-17 15:00:00,False,AmericanAirlines Arena,25.781232,Miami,-80.187805,FL,140.5,50.5,World,Latin,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.6999999881'],261.0,1049.0,1369.0,91.0,0.8411980270999999,1802.5,92.81,250.0,998.0,[5522446.0],[92.0],5522446.0,92.0,0,164,6,1.9993055555555554,21.0,1.0,91.905,1585.75,Both,Both,81.990099009901,1028.6476868327402,1023.5
['Van Morrison'],2018-02-08 01:00:00,vvG1VZfmcsV69n,Van Morrison,2017-07-28 02:00:00,2017-07-26 14:00:00,AEG LIVE,2017-07-28 14:00:00,False,James L Knight Center,25.7707756,Miami,-80.1901174,FL,254.5,69.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,6102.5,107.98,306.0,842.0,[586975.0],[77.0],586975.0,77.0,0,63,3,1.5000000000000002,133.0,1.0,107.98,6102.5,SH,SH,55.366906474820155,2297.838899803536,842.0
['Nicky Jam & Plan B'],2018-02-11 01:00:00,vvG1VZfnlYwQsi,Nicky Jam & Plan B,,,PROMOTED BY VENUE,2017-05-19 14:00:00,False,AmericanAirlines Arena,25.781232,Miami,-80.187805,FL,150.5,50.5,World,Latin,"{'id': 'KZFzBErXgnZfZ7vA6J', 'name': 'Concert'}","['0.6100000143', '0.6399999857']",243.0,463.0,12073.0,80.0,0.8411980270999999,1007.81,81.36,99.0,415.0,[nan],[nan],183921.5,69.0,1,66,6,0.0,201.0,1.0,80.68,6540.405,Both,Both,59.76237623762377,4245.784053156146,439.0
['Van Morrison'],2018-02-09 01:00:00,vvG1VZfmmqpzEh,Van Morrison,2017-07-28 02:00:00,2017-07-26 14:00:00,AEG LIVE,2017-07-28 14:00:00,False,James L Knight Center,25.7707756,Miami,-80.1901174,FL,254.5,69.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,10982.5,116.5,320.0,896.0,[586975.0],[77.0],586975.0,77.0,0,64,4,1.5000000000000002,133.0,1.0,116.5,10982.5,SH,SH,67.62589928057554,4215.324165029469,896.0
"['Tyler, the Creator', 'Vince Staples']",2018-02-13 00:30:00,vvG1VZfUEhIWeK,Tyler The Creator,2017-11-17 03:00:00,2017-11-16 15:00:00,PROMOTED BY VENUE,2017-11-17 15:00:00,False,James L Knight Center,25.7707756,Miami,-80.1901174,FL,37.5,32.5,Hip-Hop/Rap,Urban,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,10804.9,58.9,215.0,653.0,"[1455766.0, 435495.0]","[84.0, 77.0]",945630.5,80.5,0,68,1,0.5,20.0,2.0,58.9,10804.9,SH,SH,81.23076923076923,28713.06666666667,653.0
['Queens of the Stone Age'],2018-05-01 23:30:00,vvG1VZfUhGqDAf,Queens Of The Stone Age: Villains World Tour 2018,2017-11-10 04:45:00,2017-11-08 15:00:00,LIVE NATION MUSIC,2017-11-10 15:00:00,False,Bayfront Park Amphitheater,25.7774054,Miami,-80.1878509,FL,70.75,25.25,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.6399999857'],109.0,851.0,10975.0,47.0,0.7698649764,10802.5,47.09,263.0,799.0,[1118378.0],[78.0],1118378.0,78.0,0,145,1,1.5729166666666667,28.0,1.0,47.045,10888.75,Both,Both,86.31683168316833,15290.459363957598,825.0
['Ricardo Arjona'],2018-02-26 00:00:00,vvG1VZfgeXHHD8,Ricardo Arjona,2017-10-20 13:59:00,2017-10-18 14:00:00,PROMOTED BY VENUE,2017-10-20 15:00:00,False,AmericanAirlines Arena,25.781232,Miami,-80.187805,FL,181.0,61.0,World,Latin,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.6999999881'],346.0,812.0,1590.0,94.0,0.8411980270999999,1679.81,96.63,106.0,546.0,[1253344.0],[80.0],1253344.0,80.0,0,81,0,1.9993055555555554,49.0,1.0,95.315,1634.905,Both,Both,56.25409836065573,803.2624309392265,679.0
['Isabel Pantoja'],2018-02-12 01:00:00,vvG1VZfnWtCMdq,Isabel Pantoja,2017-06-02 13:00:00,2017-06-01 14:00:00,PROMOTED BY VENUE,2017-06-02 14:00:00,False,James L Knight Center,25.7707756,Miami,-80.1901174,FL,229.0,59.0,World,World,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,1442.5,122.5,40.0,126.0,[103869.0],[56.0],103869.0,56.0,0,67,0,0.9583333333333334,188.0,1.0,122.5,1442.5,SH,SH,107.62711864406779,529.9126637554585,126.0
['Michael McDonald'],2018-03-05 00:00:00,vvG1VZfmBD3DF-,Michael McDonald,2017-08-25 02:00:00,2017-08-07 14:00:00,PROMOTED BY VENUE,2017-08-25 14:00:00,False,Parker Playhouse,26.134246,Ft Lauderdale,-80.136172,FL,87.5,47.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4900000095'],169.4499969482,89.0,620.0,78.0,0.5242400169,627.45,80.84,18.0,70.0,[92893.0],[61.0],92893.0,61.0,0,88,0,17.5,121.0,1.0,79.42,623.725,Both,Both,67.2,612.8285714285714,79.5
['Chris Botti'],2018-04-18 00:00:00,vvG1VZfiMQTBoh,Chris Botti,,,PROMOTED BY VENUE,2017-07-28 14:00:00,False,Parker Playhouse,26.134246,Ft Lauderdale,-80.136172,FL,75.5,55.5,Jazz,Jazz,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.5199999809'],157.0,129.0,481.0,96.0,0.5242400169,503.81,108.1,30.0,110.0,[61562.0],[62.0],61562.0,62.0,0,132,2,0.0,131.0,1.0,102.05,492.405,Both,Both,83.87387387387388,552.1920529801324,119.5
"['Chris Tomlin', 'Kim Walker-Smith', 'Matt Maher', ""Christine D'Clario"", 'Tauren Wells', 'Pat Barrett']",2018-04-21 23:00:00,vvG1VZfgDhpqFZ,Chris Tomlin: Worship Night In America,2018-04-15 03:59:00,2017-11-17 15:00:00,PROMOTED BY VENUE,2017-11-17 15:00:00,False,BB&T Center,26.155362,Sunrise,-80.33023,FL,244.75,10.75,Other,Other,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.5899999738', '0.6000000238']",100.0,616.0,858.0,36.0,0.7549380064,904.32,38.5,66.0,274.0,"[579597.0, 92206.0, 117019.0, 182059.0, 30287.0, 33.0]","[73.0, 67.0, 65.0, 65.0, 62.0, 22.0]",166866.83333333334,59.0,0,135,5,148.54097222222222,19.0,6.0,37.25,881.1600000000001,Both,Both,246.51162790697674,260.0245148110317,445.0
['DVSN'],2018-02-10 01:00:00,vvG1VZfU5Q8u-9,DVSN,2017-11-10 03:00:00,2017-11-08 15:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-11-10 15:00:00,False,Revolution Live,26.121094,Ft Lauderdale,-80.146162,FL,26.0,26.0,R&B,R&B,"{'id': 'KZFzBErXgnZfZ7vA71', 'name': 'Band'}",['0.5500000119'],72.0,84.0,5796.0,50.0,0.5008640289,137.74,51.14,25.0,147.0,[219594.0],[78.0],219594.0,78.0,0,65,5,1.5000000000000002,28.0,1.0,50.57,2966.87,Both,Both,94.5,11311.038461538461,115.5
['Robin Trower'],2018-03-08 01:00:00,vvG1VZfVmh2BGm,Robin Trower,,,PROMOTED BY VENUE,2017-10-20 14:00:00,False,Parker Playhouse,26.134246,Ft Lauderdale,-80.136172,FL,57.5,37.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.5299999714'],103.0,93.0,391.0,68.0,0.5242400169,408.39,75.7,15.0,62.0,[51042.0],[51.0],51042.0,51.0,0,91,3,0.0,47.0,1.0,71.85,399.695,Both,Both,91.59999999999998,595.1217391304348,77.5
['Clean Bandit'],2018-04-27 23:00:00,vvG1VZflTVCnJz,Clean Bandit,2017-06-16 02:00:00,2017-06-14 14:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-06-16 16:00:00,False,Revolution Live,26.121094,Ft Lauderdale,-80.146162,FL,20.0,20.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7vA71', 'name': 'Band'}",['0.4799999893'],85.5699996948,35.0,532.0,45.0,0.5008640289,78.26,44.25,9.0,71.0,[802821.0],[87.0],802821.0,87.0,0,141,4,1.5000000000000002,175.0,1.0,44.625,305.13,Both,Both,123.125,1425.6499999999999,53.0
['AJR'],2018-02-12 23:30:00,vvG1VZfUNvlQWE,AJR: THE CLICK TOUR,2017-11-17 03:00:00,2017-11-13 15:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-11-17 15:00:00,False,Revolution Live,26.121094,Ft Lauderdale,-80.146162,FL,17.5,17.5,Pop,Other,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.5'],57.0,41.0,529.0,40.0,0.5008640289,174.1,41.68,13.0,73.0,[245103.0],[76.0],245103.0,76.0,0,67,0,3.5,23.0,1.0,40.84,351.55,Both,Both,133.3714285714286,1908.8571428571431,57.0
['Gilberto Santa Rosa'],2018-02-11 01:00:00,vvG1VZfcwpkzxs,Gilberto Santa Rosa,2017-07-14 02:00:00,2017-07-13 14:00:00,PROMOTED BY VENUE,2017-07-14 14:00:00,False,James L Knight Center,25.7707756,Miami,-80.1901174,FL,197.0,57.0,World,Latin,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,1154.5,126.1,18.0,65.0,[298078.0],[70.0],298078.0,70.0,0,66,6,0.5,146.0,1.0,126.1,1154.5,SH,SH,121.2280701754386,486.04060913705587,65.0
"['OMD - Orchestral Manoeuvres in the Dark', 'Ggoolldd']",2018-04-14 23:00:00,vvG1VZfS5GJ_IU,OMD - Orchestral Manoeuvres in the Dark,2017-09-21 02:00:00,2017-09-20 14:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-09-22 14:00:00,False,Revolution Live,26.121094,Ft Lauderdale,-80.146162,FL,24.5,24.5,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.5400000215', '0.5299999714']",87.8000030518,51.0,532.0,53.0,0.5008640289,97.85,54.92,11.0,84.0,"[147320.0, 2916.0]","[64.0, 42.0]",75118.0,53.0,0,128,5,0.5,77.0,2.0,53.96,314.925,Both,Both,120.24489795918367,1185.408163265306,67.5
"[""Why Don't We""]",2018-04-03 23:00:00,vvG1VZfSlAInDM,Why Don't We - The Invitation Tour,,,LIVE NATION MUSIC,2017-10-07 14:00:00,False,The Fillmore Miami Beach at Jackie Gleason Theater,25.792917,Miami Beach,-80.13314,FL,49.5,29.5,Pop,Pop,"{'id': 'KZFzBErXgnZfZ7vA71', 'name': 'Band'}",['0.6100000143'],80.0,51.0,377.0,70.0,0.6175829768,,,,,[366670.0],[76.0],366670.0,76.0,0,117,1,0.0,60.0,1.0,70.0,377.0,SG,SG,137.28813559322032,661.6161616161615,51.0
['Ricardo Montaner'],2018-03-03 01:00:00,vvG1VZfgKFmq1_,Ricardo Montaner,2017-11-10 04:59:00,2017-11-08 16:00:00,PROMOTED BY VENUE,2017-11-10 15:00:00,False,AmericanAirlines Arena,25.781232,Miami,-80.187805,FL,229.0,59.0,World,Latin,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.6100000143'],255.0,427.0,1453.0,113.0,0.8411980270999999,656.5,116.33,37.0,189.0,[528921.0],[73.0],528921.0,73.0,0,86,5,1.5409722222222222,28.0,1.0,114.66499999999999,1054.75,Both,Both,94.34745762711863,360.58951965065506,308.0
['The Revolution'],2018-02-24 00:30:00,vvG1VZfUkySaIq,The Revolution,,,HOUSE OF BLUES CONCERTS (HOB),2017-11-09 15:00:00,False,Revolution Live,26.121094,Ft Lauderdale,-80.146162,FL,31.5,31.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7vA71', 'name': 'Band'}",['0.5299999714'],136.5,16.0,529.0,63.0,0.5008640289,,,,,[1519992.0],[76.0],1519992.0,76.0,0,79,5,0.0,27.0,1.0,63.0,529.0,SG,SG,100.0,1579.3650793650795,16.0
"['Cradle of Filth', 'Jinjer']",2018-04-02 22:30:00,vvG1VZfgT_012h,CRADLE OF FILTH: CRYPTORIANA WORLD TOUR,2017-12-01 03:00:00,2017-11-28 17:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-12-01 15:00:00,False,Revolution Live,26.121094,Ft Lauderdale,-80.146162,FL,23.5,23.5,Metal,Heavy Metal,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.400000006', '0.400000006']",118.0800018311,36.0,532.0,55.0,0.5008640289,85.3,62.48,5.0,38.0,"[157791.0, 26290.0]","[57.0, 48.0]",92040.5,52.5,0,116,0,2.4166666666666665,8.0,2.0,58.739999999999995,308.65,Both,Both,149.9574468085106,1213.404255319149,37.0
['COIN'],2018-02-02 00:00:00,vvG1VZfwUSDboy,Ones to Watch Presents  COIN: The North American Tour 2018,2017-09-22 02:00:00,2017-09-20 14:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-09-22 14:00:00,False,Revolution Live,26.121094,Ft Lauderdale,-80.146162,FL,19.0,19.0,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4399999976'],86.6100006104,36.0,532.0,41.0,0.5008640289,123.7,42.04,10.0,67.0,[70665.0],[67.0],70665.0,67.0,0,57,4,1.5000000000000002,77.0,1.0,41.519999999999996,327.85,Both,Both,118.52631578947366,1625.5263157894738,51.5
"['Robert Cray Band', 'Robert Cray']",2018-02-21 01:00:00,vvG1VZfUXO-yOp,Robert Cray Band,2017-11-30 03:00:00,2017-11-21 15:00:00,PROMOTED BY VENUE,2017-11-30 15:00:00,False,Parker Playhouse,26.134246,Ft Lauderdale,-80.136172,FL,53.0,23.0,Blues,Blues,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4600000083'],109.0,103.0,434.0,47.0,0.5242400169,454.08,50.5,30.0,116.0,"[17823.0, 51484.0]","[44.0, 52.0]",34653.5,48.0,0,76,2,8.5,15.0,2.0,48.75,444.03999999999996,Both,Both,111.95652173913044,737.8113207547169,109.5
['Ebi'],2018-02-04 02:00:00,vvG1VZfUxHEQVx,Ebi,,,LIVE NATION MUSIC,2017-11-10 15:00:00,False,The Fillmore Miami Beach at Jackie Gleason Theater,25.792917,Miami Beach,-80.13314,FL,250.0,49.0,World,World,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.5699999928'],171.0,66.0,410.0,101.0,0.6175829768,,,,,[26112.0],[46.0],26112.0,46.0,0,59,6,0.0,26.0,1.0,101.0,410.0,SG,SG,106.12244897959184,64.0,66.0
['Kirk Franklin'],2018-04-21 23:00:00,vvG1VZfmLc7q6h,Kirk Franklin,,,PROMOTED BY VENUE,2017-07-11 14:00:00,False,Miramar Regional Park Amphitheater,25.978677,Miramar,-80.365213,FL,125.0,55.0,Religious,Gospel,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.5400000215'],186.0500030518,56.0,532.0,99.0,0.5689240098,,,,,[293922.0],[67.0],293922.0,67.0,0,135,5,0.0,148.0,1.0,99.0,532.0,SG,SG,80.0,325.59999999999997,56.0
"['Andres Cepeda', 'Kany Garcia']",2018-02-19 01:00:00,vvG1VZfmwD0_Di,Andres Cepeda / Kany Garcia: Mil Ciudades Tour,,,LIVE NATION MUSIC,2017-07-14 14:00:00,False,The Fillmore Miami Beach at Jackie Gleason Theater,25.792917,Miami Beach,-80.13314,FL,130.0,49.0,World,Latin,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.5', '0.5099999905']",130.0,43.0,616.0,93.0,0.6175829768,,,,,"[213959.0, 216823.0]","[64.0, 63.0]",215391.0,63.5,0,74,0,0.0,145.0,2.0,93.0,616.0,SG,SG,89.79591836734694,373.84615384615387,43.0
['Jake Miller'],2018-04-15 23:30:00,vvG1VZfUDhM5on,Jake Miller,,,HOUSE OF BLUES CONCERTS (HOB),2017-12-01 15:00:00,False,Revolution Live,26.121094,Ft Lauderdale,-80.146162,FL,20.0,20.0,Hip-Hop/Rap,Urban,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4600000083'],73.0,25.0,529.0,49.0,0.5008640289,,,,,[184093.0],[61.0],184093.0,61.0,0,129,6,0.0,5.0,1.0,49.0,529.0,SG,SG,145.0,2545.0,25.0
['Tokio Hotel'],2018-02-03 00:00:00,vvG1VZfSKNE5KZ,Tokio Hotel,,,HOUSE OF BLUES CONCERTS (HOB),2017-09-22 14:00:00,False,Revolution Live,26.121094,Ft Lauderdale,-80.146162,FL,36.5,36.5,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4099999964'],116.5999984741,25.0,532.0,64.0,0.5008640289,113.25,64.9,9.0,62.0,[178889.0],[61.0],178889.0,61.0,0,58,5,0.0,75.0,1.0,64.45,322.625,Both,Both,76.57534246575344,783.9041095890411,43.5
['Under the Streetlamp'],2018-02-14 00:00:00,vvG1VZfsQJPBz8,Under the Streetlamp,2017-10-27 04:00:00,2017-10-25 14:00:00,PROMOTED BY VENUE,2017-10-27 14:00:00,False,Parker Playhouse,26.134246,Ft Lauderdale,-80.136172,FL,61.79,42.92,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4600000083'],103.0,61.0,411.0,78.0,0.5242400169,,,,,[433.0],[21.0],433.0,21.0,0,69,2,1.5833333333333333,42.0,1.0,78.0,411.0,SG,SG,81.73345759552654,565.1561741382101,61.0
['Rumours of Fleetwood Mac'],2018-02-17 00:30:00,vvG1VZfgXnQ_6x,Rumours - A Fleetwood Mac Tribute,,,HOUSE OF BLUES CONCERTS (HOB),2017-11-10 15:00:00,False,Revolution Live,26.121094,Ft Lauderdale,-80.146162,FL,14.0,14.0,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}",['0.4099999964'],66.0,10.0,529.0,34.0,0.5008640289,,,,,[nan],[nan],3176.0,36.0,1,72,5,0.0,26.0,1.0,34.0,529.0,SG,SG,142.85714285714286,3678.5714285714284,10.0
"['JJ Grey & Mofro', 'North Mississippi Allstars', 'The Marcus King Band', 'Bobby Lee Rodgers']",2018-02-25 23:30:00,vvG1VZfUltSW8w,JJ Grey & Mofro,,,LIVE NATION MUSIC,2017-11-17 15:00:00,False,The Fillmore Miami Beach at Jackie Gleason Theater,25.792917,Miami Beach,-80.13314,FL,45.0,29.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.5099999905', '0.5099999905', '0.5099999905']",89.0,20.0,103.0,87.0,0.6175829768,,,,,"[58935.0, 31799.0, 24618.0, 155.0]","[54.0, 50.0, 50.0, 4.0]",28876.75,39.5,0,80,6,0.0,19.0,4.0,87.0,103.0,SG,SG,194.91525423728814,128.88888888888889,20.0
"['Goo Goo Dolls', 'Big Head Todd & the Monsters']",2018-02-10 18:00:00,vvG1VZfUB_t_Vv,Goo Goo Dolls - DCC Celebration Concert,,,Other,2017-11-16 18:00:00,False,Hard Rock Stadium,25.9489822,Miami,-80.250473,FL,25.0,25.0,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.4099999964', '0.6000000238', '0.4099999964', '0.4099999964']",51.0,29.0,298.0,45.0,0.8381900191,122.5,50.5,7.0,39.0,"[589761.0, 28943.0]","[74.0, 50.0]",309352.0,62.0,0,65,5,0.0,20.0,2.0,47.75,210.25,Both,Both,91.0,741.0,34.0
['One Night of Queen'],2018-04-20 00:00:00,vvG1VZfcw4iF-U,One Night Of Queen,2017-08-25 02:00:00,2017-08-24 14:00:00,PROMOTED BY VENUE,2017-08-25 14:00:00,False,Parker Playhouse,26.134246,Ft Lauderdale,-80.136172,FL,58.0,38.0,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}",['0.4799999893'],91.0,75.0,384.0,69.0,0.5242400169,401.67,76.9,13.0,60.0,[nan],[nan],3176.0,36.0,1,134,4,0.5,104.0,1.0,72.95,392.83500000000004,Both,Both,91.97368421052632,577.301724137931,67.5
"['August Burns Red', 'Born of Osiris', 'Erra', 'Ocean Grove']",2018-02-08 00:00:00,vvG1VZfSmOcaVp,August Burns Red,,,HOUSE OF BLUES CONCERTS (HOB),2017-10-06 14:00:00,False,Revolution Live,26.121094,Ft Lauderdale,-80.146162,FL,22.0,22.0,Metal,Heavy Metal,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}","['0.4499999881', '0.4399999976']",83.1800003052,60.0,532.0,47.0,0.5008640289,98.42,50.48,13.0,91.0,"[244546.0, 108299.0, 48394.0, 10533.0]","[66.0, 55.0, 56.0, 45.0]",102943.0,55.5,0,63,3,0.0,61.0,4.0,48.739999999999995,315.21,Both,Both,121.54545454545452,1332.772727272727,75.5
['Doo Wop Extravaganza'],2018-02-25 00:00:00,vvG1VZfYkgC5NE,LAR Enterprises Presents: The Best of Doo-Wop Volume 1,,,PROMOTED BY VENUE,2017-10-06 14:00:00,False,Parker Playhouse,26.134246,Ft Lauderdale,-80.136172,FL,70.75,51.89,Rock,Other,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.5'],,,,,0.5242400169,149.84,121.3,4.0,12.0,[nan],[nan],136224.0,61.333333333333336,1,80,6,0.0,61.0,1.0,121.3,149.84,SH,SH,133.76373096935825,111.78798586572438,12.0
['The Fab Faux'],2018-03-03 01:00:00,vvG1VZfsdrFDie,The Fab Faux,,,PROMOTED BY VENUE,2017-08-25 14:00:00,False,Parker Playhouse,26.134246,Ft Lauderdale,-80.136172,FL,121.5,64.0,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}",['0.5500000119'],170.0,87.0,498.0,113.0,0.5242400169,,,,,[77.0],[1.0],77.0,1.0,0,86,5,0.0,103.0,1.0,113.0,498.0,SG,SG,76.5625,309.87654320987656,87.0
['Mike and the Mechanics'],2018-03-17 00:00:00,vvG1VZflB9H9Og,Mike and the Mechanics,,,PROMOTED BY VENUE,2017-06-16 14:00:00,False,Parker Playhouse,26.134246,Ft Lauderdale,-80.136172,FL,67.5,37.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4199999869'],155.5099945068,78.0,374.0,68.0,0.5242400169,350.6,75.7,11.0,46.0,[83948.0],[62.0],83948.0,62.0,0,100,5,0.0,173.0,1.0,71.85,362.3,Both,Both,91.59999999999998,436.74074074074076,62.0
['The Irish Rovers'],2018-03-16 00:00:00,vvG1VZfg9PbBLK,The Irish Rovers,,,PROMOTED BY VENUE,2017-11-30 15:00:00,False,Parker Playhouse,26.134246,Ft Lauderdale,-80.136172,FL,43.0,23.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.400000006'],83.0,51.0,332.0,47.0,0.5242400169,,,,,[39424.0],[54.0],39424.0,54.0,0,99,4,0.0,6.0,1.0,47.0,332.0,SG,SG,104.34782608695652,672.093023255814,51.0
"[""Paramount's Laser Spectacular, featuring the Music of Pink Floyd""]",2018-02-11 01:00:00,vvG1VZfR5GuQqz,Paramount's Laser Spectacular Featuring The Music Of Pink Floyd,,,PROMOTED BY VENUE,2017-09-15 14:00:00,False,Parker Playhouse,26.134246,Ft Lauderdale,-80.136172,FL,27.0,27.0,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}",['0.4699999988'],109.5,72.0,309.0,51.0,0.5242400169,315.65,57.7,12.0,48.0,[nan],[nan],3176.0,36.0,1,66,6,0.0,82.0,1.0,54.35,312.325,Both,Both,101.2962962962963,1056.7592592592591,60.0
"[""Stayin' Alive""]",2018-03-04 01:00:00,vvG1VZfYlNzulc,Stayin' Alive: One Night of the Bee Gees,,,PROMOTED BY VENUE,2017-08-25 14:00:00,False,Parker Playhouse,26.134246,Ft Lauderdale,-80.136172,FL,65.0,45.0,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}",['0.4300000072'],104.5,64.0,445.0,78.0,0.5242400169,,,,,[89.0],[2.0],89.0,2.0,0,87,6,0.0,103.0,1.0,78.0,445.0,SG,SG,73.33333333333333,584.6153846153845,64.0
['Raul Di Blasio'],2018-02-11 01:00:00,vvG1VZfYxJRD2y,Raul Di Blasio,2017-08-21 14:00:00,2017-08-17 14:00:00,PROMOTED BY VENUE,2017-08-21 14:00:00,False,Miami Dade County Auditorium,25.7722565,Miami,-80.2418575,FL,250.0,65.0,World,Latin,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",['0.4900000095'],177.0,172.0,734.0,106.0,0.5114139915,,,,,[36383.0],[54.0],36383.0,54.0,0,66,6,4.0,111.0,1.0,106.0,734.0,SG,SG,63.07692307692307,193.6,172.0
